,NAME,SEAT_CAP,long,lat
793,Albertson'S #411 (Grocery),Grocery,-122.33179317113735,47.4610529
794,Albertson'S #470  Meat,Meat/Sea Food,-122.1676442,47.4456759
795,Albertson'S #470  Seafood,Meat/Sea Food,-122.1676442,47.4456759
796,Albertson'S #473 (Seafood),Meat/Sea Food,-122.33579101502755,47.48912704999999
797,Albertson'S #473 Deli,Seating 0-12,-122.33579101502755,47.48912704999999
798,Albertson'S #483 (Bakery),Bakery,-122.2273843,47.2728215
799,Albertson'S #483 (Deli),Seating 0-12,-122.2273843,47.2728215
800,Albertson'S #483 (Meat),Meat/Sea Food,-122.2273843,47.2728215
801,Albertson'S Deli,Seating 0-12,-122.2350471,47.5843345
802,Albertson'S Food Ctr #411 (Meat),Meat/Sea Food,-122.33179317113735,47.4610529
803,Albertson'S Food Ctr #411 (Seafood),Meat/Sea Food,-122.33179317113735,47.4610529
804,Albertson'S Food Ctr #453/Meat,Meat/Sea Food,[0.0],[0.0]
805,Albertson'S Food Ctr #453/Seafood,Meat/Sea Food,[0.0],[0.0]
806,Albertsons - Seafood Dept.,Meat/Sea Food,-122.31537883070413,47.32358275
807,Albertsons #403,Seating 0-12,-122.0250686,47.6769093
808,Albertsons #403/Starbucks Kiosk,Seating 0-12,-122.0250686,47.6769093
809,Albertsons #410,Seating 0-12,-122.34488,47.7170604
810,Albertsons #410-Meat,Meat/Sea Food,-122.34488,47.7170604
811,Albertsons #425,Seating 0-12,-122.2797136,47.7543645
812,Albertsons #444,Seating 0-12,-122.138147664149,47.5765346
813,Albertsons #450 - Bakery,Bakery,-122.2350471,47.5843345
814,Albertsons #450 - Kosher Deli,Seating 0-12,-122.2350471,47.5843345
815,Albertsons #453,Seating 0-12,[0.0],[0.0]
816,Albertsons #459,Seating 0-12,[0.0],[0.0]
817,Albertsons #470 Bakery,Bakery,-122.1676442,47.4456759
818,Albertsons #470 Deli,Seating 0-12,-122.1676442,47.4456759
819,Albertsons #470 Grocery,Grocery,-122.1676442,47.4456759
820,Albertsons #483 (Seafood),Meat/Sea Food,-122.2273843,47.2728215
821,Alexa'S On Main,Seating 51-150,-122.2047626,47.7600051
822,Alfi'S Food & Deli,Seating 0-12,-122.3316247,47.6176102
823,Alfurat Market,Grocery,-122.3354217,47.4656635
824,Alibi Room; The,Seating 51-150,-122.3407779,47.6084817
825,Alki Bakery,Seating 151-250,-122.2455818,47.4165922
826,Alki Cafe,Seating 51-150,-122.4104377,47.5790228
827,Alki Community Center,Non-Profit Institution,-122.4070101,47.5775704
828,Alki Elementary,School Kitchen,-122.4073935,47.577376349999994
829,Alki Homefront Smoothies & Espresso,Seating 13-50,[0.0],[0.0]
830,Alki Juice & Java,Seating 0-12,-122.3813676,47.5891674
831,Alki Mail & Dispatch; Inc.,Seating 0-12,-122.392074,47.5808745
832,Alki Spud Fish & Chips,Seating 51-150,-122.4087986,47.5795494
833,All-Star Sports Bar,Seating 51-150,-122.3248101,47.4016436
834,All Catering,Catering Operation,-122.30721580827301,47.50097835
835,All Star Grocery & Video,Grocery,[0.0],[0.0]
836,All Things Wine,Seating 0-12,-122.1573003,47.4882869
837,Allegro Espresso Bar,Seating 13-50,-122.3130382,47.6587941
838,Allentown Superette,Grocery,-122.2807834,47.5676379
839,Aloha Grill,Seating 13-50,-122.220522,47.4415507
840,Aloha Grocery Store,Grocery,-122.2884147,47.5326643
841,Aloha Hawaiian Grill,Seating 13-50,[0.0],[0.0]
842,Aloha Plates,Seating 0-12,[0.0],[0.0]
843,Aloha Ramen,Seating 13-50,-122.2960049,47.7213632
844,Alpac Elementary School,School Kitchen,[0.0],[0.0]
845,Alpha Chi Omega,Seating 51-150,-122.31004507432165,47.662549549999994
846,Alpha Delta Fraternity Inc,Seating 51-150,-122.30499839069381,47.66331865
847,Alpha Delta Pi,Seating 151-250,-122.30811629077958,47.66279445
848,Alpha Epsilon Pi,Seating 13-50,-122.3075757522119,47.66242235
849,Alpha Gamma Delta,Seating 13-50,-122.30515019620671,47.6616739
850,Alpha Omicron Pi,Seating 51-150,-122.30688226905434,47.661465899999996
851,Alpha Phi,Seating 13-50,-122.30681317310606,47.6632933
852,Alpha Sigma Phi,Seating 51-150,-122.30687494117416,47.66275
853,Alpha Xi Delta,Seating 51-150,-122.31002464817783,47.665086599999995
854,Alstadt Llc,Seating 51-150,-122.3343914,47.600512
855,Altaye  Restaurant,Seating 0-12,-122.2701921,47.5293936
856,Altura,Seating 13-50,-122.320847,47.6186726
857,Always Happy Hour,Seating 13-50,[0.0],[0.0]
858,Am-Pm Mini Market 82174,Seating 0-12,-122.1592091,47.5161074
859,Am-Pm Mini Mart,Seating 0-12,-122.31738904856789,47.708225299999995
860,Am-Pm Mini Mart #559,Seating 0-12,-122.1651198,47.6280512
861,Am-Pm Mini Mart #82220,Seating 0-12,-122.1661466,47.7540151
862,Am Pm,Seating 0-12,-122.34513045,47.690875399999996
863,Am Pm Mini Market,Seating 0-12,-122.269496,47.3150136
864,Am Pm Mini Mart,Seating 0-12,-122.3551298,47.7338736
865,Am Pm/Shoreline,Seating 0-12,-122.3297653,47.7776076
866,Am/Pm Arco,Seating 0-12,-122.0475337,47.5519364
867,Am/Pm Mini Market,Seating 0-12,-122.25921035086631,47.38153815
868,Am/Pm Mini Market #5435,Seating 0-12,-122.22923879999999,47.321148050000005
869,Am/Pm Mini Market #6026,Seating 0-12,-122.1517031,47.464134
870,Am\Pm Lake Meridian,Seating 0-12,-122.16599876756808,47.35844075
871,Amante Pizza & Pasta,Seating 51-150,-122.0282062,47.5173143
872,Amante Pizza & Pasta,Seating 51-150,-122.2273162,47.4130905
873,Amante Pizza And Pasta,Seating 0-12,-122.2372718,47.7097866
874,Amazing Thai Cuisine,Seating 13-50,-122.3172296,47.6667852
875,Amazon,Seating 0-12,-122.1749453,47.6142073
876,Ambaum Grocery,Grocery,[0.0],[0.0]
877,Amber,Seating 151-250,-122.3456586,47.6130686
878,Ambers Red Hot Espresso,Limited Food Services,-122.1706138,47.6787848
879,Ambrosia,Seating 13-50,-122.3254928,47.5982488
880,Amc Theaters Southcenter 16,Seating 0-12,-122.2625394,47.4495791
881,Amc Theatres Kent Station 14,Seating 0-12,1.0884689915716277,51.2802997
882,Amc Theatres Oaktree 6,Seating 0-12,-122.34250012460029,47.701715199999995
883,Amc Theatres Woodinville 12,Seating 0-12,-122.15416414894086,47.7559095
884,Amco Food Mart (Shell Station),Grocery,[0.0],[0.0]
885,Amelia'S Famous Peanut Brittle,Seating 0-12,-122.32498795000001,47.4051057
886,American Hotel-Hostelling Int'L,Grocery,-122.3267286,47.5984623
887,American Legion Post #15,Seating 51-150,-122.2081435,47.3700447
888,American Pie Bakery & Cafe,Seating 0-12,-122.3191286,47.551301
889,Americana,Seating 51-150,-122.3212589,47.6205345
890,Amin International Market -   Meat/ Deli  Shop,Seating 13-50,[0.0],[0.0]
891,Ammana Houseware & Grocery,Meat/Sea Food,[0.0],[0.0]
892,Amore Coffee,Limited Food Services,-122.1535591,47.6125993
893,Ampersand Cafe - Alki,Seating 0-12,-122.4066648,47.5804548
894,Ampersand Lounge,Seating 51-150,[0.0],[0.0]
895,Ampersand Pantry,Seating 13-50,-122.3527565,47.6907234
896,Amys Merkato,Seating 13-50,-122.2939901,47.608116
897,Ana'S Family Style Mexican,Seating 51-150,[0.0],[0.0]
898,Analog Coffee,Seating 0-12,-122.3254623,47.6207259
899,Anchors Down,Seating 13-50,-122.382923,47.6688401
900,Anchovies And Olives,Seating 51-150,-122.3126003,47.6150995
901,Ancient Grounds,Seating 13-50,-122.3377739,47.6066765
902,Andiamo (Restaurant),Seating 51-150,-122.1934498,47.6191564
903,Andies Restaurant; Inc.,Seating 51-150,-122.23638791428631,47.3072899
904,Andy'S Espresso @ 150 Sw 160Th Street,Seating 0-12,-122.33621820055183,47.459955
905,Andy'S Handy Mart,Seating 0-12,-122.33621820055183,47.459955
906,Angel'S Best Catering,Catering Operation,-122.362655425,47.551682
907,Angel City Deli,Seating 0-12,-122.249758,47.4998239
908,Angelicas Restaurant,Seating 51-150,39.226260026772074,51.52153405
909,Angelina'S,Seating 51-150,-122.3866909,47.5825553
910,Angelo'S Evergreen Inn,Seating 51-150,-122.167059,47.6217865
911,Angelo'S Pizza & Pasta,Seating 13-50,-122.1671753,47.4882718
912,Angelos,Seating 51-150,[0.0],[0.0]
913,Angry Beaver,Seating 51-150,-122.3551066,47.6902592
914,Anh'S Catering  - Route 206-434-9236,Mobile Food Service,[0.0],[0.0]
915,Anjappar Chettinad Indian Restaurant,Seating 151-250,-122.145002,47.631134
916,Annapurna Cafe,Seating 13-50,-122.3210407,47.6186509
917,Anns Teriyaki Restaurant,Seating 13-50,-122.3868098,47.6688561
918,Anthony'S @  Pier 66,Seating 151-250,-122.348106,47.6108496
919,Anthony'S Bell Street Diner,Seating 51-150,-122.348106,47.6108496
920,Anthony'S Fish Bar,Seating 13-50,-122.348106,47.6108496
921,Anthony'S Home Port,Seating > 250,-122.2065147,47.6742361
922,Anthony'S Homeport,Seating 151-250,-122.32865041274479,47.39737455
923,Anthony'S Homeport Oyster & Grill,Seating 151-250,-122.32865041274479,47.39737455
924,Antojitos Poblanos El Sapo,Seating 0-12,-122.3446191,47.7308547
925,Antojitos Teresita,Seating 0-12,-122.2967558,47.3926731
926,Apna Bazar,Grocery,-122.1430588,47.6101047
927,Apogee Pub & Restaurant,Seating 151-250,[0.0],[0.0]
928,Apollo Elementary School,School Kitchen,-122.13888054579233,47.49714025
929,Appealing Palate @ Usi Holding Company,Catering Operation,-122.3777685,47.5617127
930,Apple Teriyaki,Seating 13-50,-122.30933882975731,47.356331
931,Applebee'S Neighborhood Grill,Seating 151-250,-122.20184992919464,47.3737845
932,Aquarium Cafe @ Sodexo,Seating 51-150,-122.3431833,47.6078027
933,Arabica Lounge,Seating 13-50,-122.3257261,47.6186174
934,Arada Center,Seating 0-12,-122.3165646,47.6056509
935,Aragona Restaurant,Seating 51-150,-122.3395688,47.6077976
936,Aramark  / Espresso Cart Ii @Convention Crt,Mobile Food Service,-122.33156275066185,47.61175385
937,Arashi Ramen,Seating 13-50,-122.2632356,47.4504492
938,Araya'S Place,Seating 51-150,-122.3128098,47.6678482
939,Arbat Int'L Food Market,Seating 0-12,-122.177143,47.706407
940,Arbor Heights Elementary,School Kitchen,-122.37890803835018,47.509550899999994
941,Arbor; The (Crista),Non-Profit Institution,-122.35254023730633,47.76788345
942,Arby'S  #6098,Seating 51-150,-76.53205513858695,42.9195325
943,Arby'S #6242,Seating 51-150,-122.1391866,47.3580102
944,Arby'S #6696,Seating 51-150,[0.0],[0.0]
945,Arby'S #7042,Seating 51-150,-122.1963974,47.4421192
946,Arby'S ; #7842,Seating 51-150,-122.31286483693233,47.2932694
947,Arby'S Roast Beef,Seating 51-150,-122.1098547,47.6312363
948,Arcadia Restaurants,Seating 51-150,-122.3349917,47.5378864
949,Archbishop Brunett Retreat Center/ Main Kitchen,Non-Profit Institution,-122.3913329,47.324350100000004
950,Archie'S Mexican Restaurant,Seating 51-150,-122.3347656,47.4427639
951,Arco,Seating 0-12,-122.18009552015573,47.4880614
952,Arco  Am/Pm  #82611,Seating 0-12,-122.29712936590755,47.385971850000004
953,Arco Am / Pm #3538,Seating 0-12,[0.0],[0.0]
954,Arco Am/Pm,Seating 0-12,-122.18487766604011,47.616926199999995
955,Arco Am/Pm #5243,Seating 0-12,-122.314106012,47.3155396
956,Arco Am/Pm #5920,Seating 0-12,-122.1367538,47.6756555
957,Arco Am/Pm Mini Mart 5527,Seating 0-12,-121.98204651106232,47.19885015
958,Arctic Mini Mart,Grocery,-122.3128185,47.7374122
959,Ardmore Elementary School,School Kitchen,-122.11769641507242,47.63945285
960,Arena Sports,Seating 0-12,-122.26327396296,47.68692135
961,Aria Food & Bakery,Seating 0-12,-122.1766564,47.706318
962,Arielle'S Gourmet Cup,Limited Food Services,-122.2022044,47.3874887
963,Arista,Catering Operation,-122.342397,47.6184611
964,Armadillo,Seating 13-50,-121.9858582,47.7424749
965,Armandino'S Salumi,Seating 0-12,-122.3305183,47.5996876
966,Armenia,Seating 0-12,[0.0],[0.0]
967,Armoire Chocolat,Bakery,-122.3456305,47.4666538
968,Armstrong Family Winery,Seating 13-50,[0.0],[0.0]
969,Arosa Cafe,Seating 0-12,-122.322565,47.6106009
970,Arosa Cafe Madison,Seating 0-12,[0.0],[0.0]
971,Arrowhead Elementary School,School Kitchen,-122.2516939609138,47.73694965
972,Art Institute / A La Carte 506 Art Institute,Seating 13-50,-122.3522473,47.6142622
973,Art Institute / Skill Kitchen 504 Art Institute,Seating 0-12,-122.3522473,47.6142622
974,Art Institute Bakery & Pastry Lab 507 Art,Bakery,-122.3522473,47.6142622
975,Art Of The Table,Seating 13-50,-122.3443541,47.6540795
976,Artesano Coffee Company,Seating 0-12,-122.2102233,47.6874104
977,Artesano Ne 116Th Espresso,Seating 0-12,-122.20998015987958,47.70451525
978,Asian Xpress / Hong Kong Market - Meat Shop,Seating 0-12,-122.2302821,47.3812871
979,Asiana Bistro,Seating 13-50,[0.0],[0.0]
980,Asiana Teriyaki,Seating 13-50,[0.0],[0.0]
981,Aspen,Seating 13-50,-122.0282062,47.5173143
982,Assabr Mini Mart,Meat/Sea Food,[0.0],[0.0]
983,Assaggio Ristorante,Seating 151-250,-122.3403218,47.6134273
984,Assimba Restaurant,Seating 51-150,-122.2966719,47.6081172
985,Associated Espresso,Limited Food Services,-122.22841775,47.41999145
986,Aston Manor,Seating 51-150,-122.3338904,47.5760477
987,At Cafe,Seating 13-50,-122.3114321,47.5961706
988,At The Peak,Seating 13-50,-122.32119921528431,47.60552285
989,At The Station Bistro,Seating 51-150,[0.0],[0.0]
990,Athena'S Gyros @ Route,Mobile Food Service,-122.354658465,47.5334565
991,Athenian Inn,Seating 151-250,-122.3408807,47.6086962
992,Athens Pizza & Pasta,Seating 51-150,-122.3241644,47.4006332
993,Athens Pizza & Spaghetti,Seating 51-150,-122.2164447,47.3082089
994,Athina,Seating 13-50,-122.3565421,47.6241619
995,Atlantic Crossing; The,Seating 51-150,-122.3171808,47.676143
996,Atrium Cafe @ Overlake Hospital,Seating 0-12,-122.18695620450657,47.6211869
997,Attic Alehouse & Eatery,Seating 51-150,-122.2775678,47.6362841
998,Auburn'S Main Street Market,Meat/Sea Food,-122.2141138,47.3084526
999,Auburn Adventist Academy,Non-Profit Institution,-122.16240047375751,47.2822464
1000,Auburn Eagles,Seating 151-250,-122.2129561,47.3016465
1001,Auburn Guesthouse Inn,Seating 13-50,-122.23091578091801,47.32050855
1002,Auburn High School - Deca Store,Non-Profit Institution,-122.2193853,47.3100536
1003,Auburn Mountainview Hs - Field House,Non-Profit Institution,-122.17186386254401,47.3419624
1004,Auburn Mountainview Hs - Student Store,Non-Profit Institution,-122.17186386254401,47.3419624
1005,Auburn Mountainview Hs -Indoor Concesison,Non-Profit Institution,-122.17186386254401,47.3419624
1006,Auburn Riverside Hs-Student St,Non-Profit Institution,[0.0],[0.0]
1007,Auburn Riverside Senior Hs,School Kitchen,[0.0],[0.0]
1008,Auburn S. Shell Food Mart,Grocery,-122.22626953298611,47.305347350000005
1009,Auburn School District-Home Conc. Stand,Non-Profit Institution,-122.2083976,47.3118616
1010,Auburn Senior High - Cafeteria,School Kitchen,-122.2193853,47.3100536
1011,Auburn Senior High - Restaurant,Non-Profit Institution,-122.2193853,47.3100536
1012,Auburn Shell / Dahabreh Enterprise Inc.,Seating 0-12,[0.0],[0.0]
1013,Auburn Skate Connection,Seating 51-150,-122.21180438339334,47.291903899999994
1014,Auburn Stadium  #17,Seating 0-12,-122.24568490540247,47.29916465
1015,Auburn Subway,Seating 13-50,-122.2242281,47.3019092
1016,Auburn Valley Chevron,Seating 0-12,-122.2177504,47.2977078
1017,Auburn Way Bigfoot Java,Seating 0-12,-122.22611482426063,47.303935499999994
1018,Auburn Way Texaco,Seating 0-12,-122.225735,47.307513
1019,Auburn Wine & Caviar Company,Seating 0-12,-122.22852602051256,47.287199
1020,Audubon Elementary/Kitchen,School Kitchen,-122.10165760732802,47.637619599999994
1021,August Moon,Seating 51-150,-122.0355556,47.5845809
1022,Aunt Becky'S Deli,Seating 13-50,[0.0],[0.0]
1023,Auntie Anne'S,Seating 0-12,[0.0],[0.0]
1024,Auntie Anne'S Pretzels,Bakery,-85.0179986,42.4437685
1025,Auntie Anne'S Soft Pretzels,Bakery,[0.0],[0.0]
1026,Auntie Irene'S,Seating 13-50,-122.3201243,47.3724799
1027,Aura,Seating 13-50,-122.2075177,47.676675
1028,Aurora 76,Grocery,-122.344085,47.690225
1029,Aurora Donuts,Seating 13-50,-122.3467479,47.7260056
1030,Aurora Grocery Outlet,Grocery,-122.3467479,47.7260056
1031,Aurora Mini Mart,Seating 0-12,-122.3442477,47.7054011
1032,Aurora Village Subs,Grocery,-122.3452038,47.734507
1033,Australian Pie Co,Seating 0-12,[0.0],[0.0]
1034,Auto Battery Bar,Seating 51-150,-122.318913,47.6126974
1035,Avalanche Delite,Seating 13-50,-121.9892385,47.2016111
1036,Avondale Food Center,Seating 0-12,-122.105863,47.6774665
1037,Awash Restaurant,Seating 51-150,-122.2850109,47.5587746
1038,Awers; Inc,Grocery,-122.1684555,47.6235019
1039,Ay Chihuahua @ 5500 15Th Ave Nw; Seattle 98107,Mobile Food Service,-122.3539978,47.5210333
1040,Ay! Jalisco,Meat/Sea Food,-122.19791991048183,47.48442
1041,Ayaan Grocery,Meat/Sea Food,-122.2767013,47.545749
1042,Ayutthaya Thai Restaurant,Seating 13-50,-122.3222885,47.6139466
1043,Azteca,Seating 51-150,-122.3013138,47.6655763
1044,Azteca Restaurant,Seating > 250,-122.2583964977926,47.45894615
1045,Azteca Restaurant #3,Seating 151-250,-122.2053157886136,47.371661849999995
1046,Azuma Sushi,Seating 13-50,-122.3870413,47.5621007
1047,B'S Dogs @ 902 Occidental Ave S/ Qwest Field,Mobile Food Service,-122.3339614,47.5946668
1048,B & E Meats & Seafood,Meat/Sea Food,-122.1647869,47.5379971
1049,B & E Meats & Seafood; Inc.,Meat/Sea Food,[0.0],[0.0]
1050,B & E Meats And Seafood,Meat/Sea Food,-122.360628796132,47.2830952
1051,B & R Espresso Bar,Seating 13-50,-122.3356356,47.3073287
1052,B & Z'S Food For The Soul,Catering Operation,-122.3556546,47.5863127
1053,B&E Meats And Seafood,Meat/Sea Food,[0.0],[0.0]
1054,Ba Bar,Seating 13-50,-122.31650285,47.607011150000005
1055,Ba Mien Seafood Market -  Deli,Seating 0-12,[0.0],[0.0]
1056,Ba Xi,Seating 51-150,-122.249758,47.4998239
1057,Baby Doll Espresso,Seating 0-12,-122.20255595897638,47.3858616
1058,Bacco Cafe ; Llc,Seating 13-50,-122.3414556,47.6099627
1059,Back Door Pub,Seating 13-50,-122.2955772,47.7182759
1060,Back To The Grind,Seating 0-12,-122.322673,47.6906524
1061,Bacon Mansion; Llc,Catering Operation,-122.3216569,47.628471
1062,Bad Jimmy'S Brewing Company,Seating 0-12,-122.3693954,47.6635203
1063,Bad Monkey Bar & Grill,Seating 51-150,-122.23067332612473,47.375859750000004
1064,Baguette Box,Seating 13-50,-122.3284271,47.6148772
1065,Bahama Breeze #3035,Seating > 250,-122.26134921733623,47.461136749999994
1066,Bahas Green Lake,Seating 13-50,[0.0],[0.0]
1067,Bahn Thai Restaurant,Seating 51-150,-122.34837094199679,47.62523935
1068,Bai Pai Thai Restaurant,Seating 51-150,[0.0],[0.0]
1069,Bai Tong Thai Restaruant,Seating 51-150,-122.1417254,47.6318759
1070,Bai Tong Thai Restaurant,Seating 51-150,-122.2610352,47.4525731
1071,Bailey-Gatzert Elementary,School Kitchen,-122.31565099969008,47.6011606
1072,Bait Shop,Seating 13-50,-122.320847,47.6186726
1073,Baja Bistro,Seating 13-50,-122.3141258,47.5815997
1074,Bake'S,Seating 51-150,-122.1968831,47.6118602
1075,Baked,Bakery,-122.38623,47.5808954
1076,Bakemans Restaurant Inc,Seating 51-150,-122.3335297,47.602996
1077,Bakery,Bakery,-122.2797136,47.7543645
1078,Bakery - El Mercado Latino Iii,Bakery,[0.0],[0.0]
1079,Bakery Detour,Seating 13-50,-122.17704085,47.3219047
1080,Bakery Nouveau,Seating 0-12,-122.3870252,47.5599943
1081,Bakery The Original,Seating 13-50,-122.3904447,47.5206926
1082,Bakkalch Mini Market,Grocery,-122.2740563,47.5442513
1083,Ballard Annex Oyster House,Seating 151-250,-122.3851867,47.6680399
1084,Ballard Bridge Cafe,Seating 51-150,[0.0],[0.0]
1085,Ballard Brothers,Seating 51-150,-122.3765633,47.6673017
1086,Ballard Coffee Works,Seating 13-50,-122.38451237845626,47.6689554
1087,Ballard Community Center,Non-Profit Institution,-122.39218530611328,47.672843549999996
1088,Ballard Elks #827,Non-Profit Institution,-122.408178,47.6751324
1089,Ballard High School Kitchen,School Kitchen,-122.37454536973,47.6767863
1090,Ballard Landmark Inn,Seating 51-150,-122.38332680506042,47.667332200000004
1091,Ballard Mail & Dispatch- Sip & Ship,Seating 13-50,-122.381164,47.6688291
1092,Ballard Mandarin Chinese Restaurant,Seating 51-150,-122.3659727,47.6688162
1093,Ballard Market,Grocery,-122.3741876446963,47.6698049
1094,Ballard Market - Deli,Seating 0-12,-122.3741876446963,47.6698049
1095,Ballard Market - Meat,Meat/Sea Food,-122.3741876446963,47.6698049
1096,Ballard Market - Seafood,Meat/Sea Food,-122.3741876446963,47.6698049
1097,Ballard Pizza Company,Seating 13-50,-122.3812745,47.6645689
1098,Ballard Smoke Shop,Seating 13-50,-122.3861758,47.6683592
1099,Ballard Station Public House,Seating 51-150,-122.3863888,47.6688461
1100,Ballinger Chevron,Grocery,-122.3130293,47.7454763
1101,Ballinger Gas & Car Wash,Seating 0-12,-122.302833,47.7701365
1102,Balmar; The,Seating 51-150,-122.3863172,47.6684731
1103,Baltic Room,Seating 13-50,-122.3282968,47.6149316
1104,Bamboo Bar & Grill,Seating 51-150,-122.412365,47.5784426
1105,Bamboo Bistro,Seating 13-50,-122.355837,47.7044236
1106,Bamboo Garden,Seating 51-150,-122.1983601,47.6251375
1107,Bamboo Garden Teriyaki,Seating 13-50,-122.3349917,47.5378864
1108,Bamboo Garden Vegetarian Cuisine,Seating 51-150,-122.349409,47.6255988
1109,Bamboo Kitchen; Inc,Seating 13-50,[0.0],[0.0]
1110,Bamboo Restaurant,Seating 51-150,-122.3128721,47.6217831
1111,Bamboo Village,Seating 151-250,-122.34024056781436,47.664538199999996
1112,Bamiyan Restaurant,Seating 13-50,[0.0],[0.0]
1113,Banana Leaf Cafe,Seating 13-50,-122.313141,47.6554532
1114,Bananas Grill,Seating 13-50,[0.0],[0.0]
1115,Bandido'S Mexican Cafe,Seating 13-50,-122.1235673,47.6801602
1116,Bandits Bar,Seating 13-50,-122.3532494,47.618325
1117,Bang Bang Cafe; Llc,Seating 13-50,-122.349302,47.6140207
1118,Bangbar Thai,Seating 51-150,-122.3866131,47.5595706
1119,Bangkok Basil,Seating 13-50,-122.1281254,47.6687101
1120,Banh Mi Unwrapped,Seating 13-50,-122.3133245,47.6638406
1121,Banyan Tree Restaurant,Seating 51-150,[0.0],[0.0]
1122,Bar Cantinetta,Seating 13-50,-122.2955596,47.6236444
1123,Bar Code,Seating 13-50,[0.0],[0.0]
1124,Bar Del Corso,Seating 13-50,-122.3095482,47.5754307
1125,Bar Sajor,Seating 51-150,-122.3330924,47.5993473
1126,Baraka Market,Meat/Sea Food,-122.2775735,47.5501186
1127,Baranof Restaurant,Seating 51-150,-122.3555689,47.6918029
1128,Barbeque Pit,Seating 13-50,-122.29946145,47.607835300000005
1129,Barca,Seating 51-150,-122.317972,47.6144779
1130,Barclay Seafood & Meat Co,Meat/Sea Food,-122.3235241,47.5982378
1131,Bargain Beverage,Grocery,-122.1785855,47.6805329
1132,Baristas,Seating 0-12,-122.24802493256098,47.38418165
1133,Baristas Coffee Company,Seating 0-12,-122.22102010467768,47.3258571
1134,Baristas Coffee Company; Inc.,Limited Food Services,-122.3298914,47.5455825
1135,Bark Espresso,Seating 0-12,-122.3181297,47.7113739
1136,Barking Dog Alehouse,Seating 13-50,-122.364783,47.6794438
1137,Barking Frog Restaurant,Seating 51-150,-122.1443375,47.7328349
1138,Barnacle,Seating 13-50,-122.3801366,47.6636067
1139,Barnes & Noble #2280,Seating 13-50,[0.0],[0.0]
1140,Barnes & Noble #2957,Seating 13-50,-122.33528897632405,47.6128833
1141,Barnes & Noble Booksellers #2706,Seating 13-50,-122.3153612,47.3208851
1142,Barnes & Noble Booksellers #2910,Seating 51-150,-122.1566276,47.7577418
1143,Barnes & Noble Booksellers; Inc,Seating 13-50,-122.0542361,47.5485069
1144,Barnes & Noble Cafe,Seating 13-50,-122.36487716304028,47.52319145
1145,Baro Grocery & Deli,Bakery,-122.3452038,47.734507
1146,Barolo Restaurant,Seating 51-150,-122.3374592,47.6145988
1147,Barrel Tavern,Seating 13-50,-122.3349917,47.5378864
1148,Barrel Thief; The,Seating 51-150,[0.0],[0.0]
1149,Barriga Llena Trailer @ Route 253-569-9197,Mobile Food Service,-122.3447045,47.6859464
1150,Barrio,Seating 51-150,-122.3166222,47.6136973
1151,Bartell Drug #07,Grocery,[0.0],[0.0]
1152,Bartell Drug #20,Grocery,[0.0],[0.0]
1153,Bartell Drug #27,Grocery,-122.1655728,47.6172417
1154,Bartell Drug #38,Grocery,-122.3979101,47.6383888
1155,Bartell Drug Co #10,Grocery,-122.3242162,47.6091718
1156,Bartell Drug Co #11,Grocery,-122.312998,47.661119
1157,Bartell Drug Co #30,Grocery,-122.1592091,47.5161074
1158,Bartell Drug Co #36,Seating 0-12,-122.3368726,47.6241543
1159,Bartell Drug Co #42,Grocery,-122.3550464,47.6248865
1160,Bartell Drug Co #45,Grocery,-122.1556387,47.4898137
1161,Bartell Drug Co #6,Grocery,-122.1252847,47.6809705
1162,Bartell Drugs  #61,Seating 0-12,-122.3295958,47.6024612
1163,Bartell Drugs #02,Seating 0-12,[0.0],[0.0]
1164,Bartell Drugs #1,Grocery,-122.3370284,47.6125927
1165,Bartell Drugs #16,Grocery,-122.3846328,47.5606916
1166,Bartell Drugs #17,Grocery,[0.0],[0.0]
1167,Bartell Drugs #18,Grocery,-122.1743117,47.732084
1168,Bartell Drugs #19,Grocery,-122.2270547,47.2735393
1169,Bartell Drugs #22,Grocery,-122.2993199,47.4076413
1170,Bartell Drugs #24,Grocery,-122.3166359,47.6752743
1171,Caffe Torino,Seating 0-12,-122.33006701245836,47.62246535
1172,Caffe Umbria,Seating 13-50,-122.332689,47.5993857
1173,Caffe Vita Coffee Roasting,Seating 13-50,-122.329437,47.6010326
1174,Caffe Vita Coffee Roasting Company,Seating 13-50,-122.355109,47.6827295
1175,Caffe Zingaro,Seating 13-50,-122.3543623,47.6244508
1176,Cajun & Grill Of Westlake Center,Seating 0-12,-122.33739137258601,47.6119908
1177,Cajun Crawfish,Seating 13-50,[0.0],[0.0]
1178,Cake House,Seating 0-12,-122.325432,47.5976334
1179,Cake Noir,Catering Operation,[0.0],[0.0]
1180,Cakes Of Paradise,Bakery,-122.3257846,47.5455412
1181,Calcutta Grill,Seating > 250,[0.0],[0.0]
1182,California Burrito Taco Shop,Seating 13-50,-122.2952044921908,47.397479149999995
1183,California Monster Sushi,Seating 13-50,-122.200831,47.3717664
1184,California Pizza Kitchen,Seating 151-250,-122.32817613271743,47.70838405
1185,California Pizza Kitchen #101,Seating 51-150,-122.19932926229453,47.6153163
1186,Callahan Cellars,Seating 0-12,[0.0],[0.0]
1187,Calozzi'S,Seating 0-12,-122.3229022,47.5403437
1188,Camelot Elementary School,School Kitchen,-122.2547529,47.3354686
1189,Camp Berachah -  Dining Hall,Non-Profit Institution,-122.08006959477812,47.3096699
